[000500/100000]	Cells: 8  Coverage: 0.00305176%		Max Fitness: 0.06704450	Mean Fitness: 0.06655065	Min Fitness: 0.06577062	QD Score: 0.53240524
[012000/100000]	Cells: 166  Coverage: 0.06332397%		Max Fitness: 0.07561972	Mean Fitness: 0.06662521	Min Fitness: 0.05904436	QD Score: 11.05978469
[012500/100000]	Cells: 173  Coverage: 0.06599426%		Max Fitness: 0.07561972	Mean Fitness: 0.06661471	Min Fitness: 0.05904436	QD Score: 11.52434566
[013000/100000]	Cells: 178  Coverage: 0.06790161%		Max Fitness: 0.07561972	Mean Fitness: 0.06676491	Min Fitness: 0.05904436	QD Score: 11.88415362
[013500/100000]	Cells: 182  Coverage: 0.06942749%		Max Fitness: 0.07561972	Mean Fitness: 0.06666193	Min Fitness: 0.05880751	QD Score: 12.13247101
[014000/100000]	Cells: 187  Coverage: 0.07133484%		Max Fitness: 0.07561972	Mean Fitness: 0.06661497	Min Fitness: 0.05880751	QD Score: 12.45700001
[014500/100000]	Cells: 194  Coverage: 0.07400513%		Max Fitness: 0.07561972	Mean Fitness: 0.06664018	Min Fitness: 0.05880751	QD Score: 12.92819412
[015000/100000]	Cells: 201  Coverage: 0.07667542%		Max Fitness: 0.07561972	Mean Fitness: 0.06658745	Min Fitness: 0.05664336	QD Score: 13.38407646
[015500/100000]	Cells: 207  Coverage: 0.07896423%		Max Fitness: 0.07561972	Mean Fitness: 0.06660523	Min Fitness: 0.05664336	QD Score: 13.78728303
[016000/100000]	Cells: 218  Coverage: 0.08316040%		Max Fitness: 0.07561972	Mean Fitness: 0.06658419	Min Fitness: 0.05664336	QD Score: 14.51535337
[016500/100000]	Cells: 224  Coverage: 0.08544922%		Max Fitness: 0.07561972	Mean Fitness: 0.06659857	Min Fitness: 0.05664336	QD Score: 14.91807960
[017000/100000]	Cells: 229  Coverage: 0.08735657%		Max Fitness: 0.07561972	Mean Fitness: 0.06654318	Min Fitness: 0.05664336	QD Score: 15.23838786
[017500/100000]	Cells: 234  Coverage: 0.08926392%		Max Fitness: 0.07561972	Mean Fitness: 0.06651965	Min Fitness: 0.05664336	QD Score: 15.56559696
[018000/100000]	Cells: 236  Coverage: 0.09002686%		Max Fitness: 0.07561972	Mean Fitness: 0.06656601	Min Fitness: 0.05664336	QD Score: 15.70957759
[018500/100000]	Cells: 241  Coverage: 0.09193420%		Max Fitness: 0.07561972	Mean Fitness: 0.06652764	Min Fitness: 0.05664336	QD Score: 16.03316243
[019000/100000]	Cells: 243  Coverage: 0.09269714%		Max Fitness: 0.07584816	Mean Fitness: 0.06657255	Min Fitness: 0.05664336	QD Score: 16.17712966
[019500/100000]	Cells: 249  Coverage: 0.09498596%		Max Fitness: 0.07584816	Mean Fitness: 0.06658148	Min Fitness: 0.05664336	QD Score: 16.57878885
[020000/100000]	Cells: 258  Coverage: 0.09841919%		Max Fitness: 0.07584816	Mean Fitness: 0.06652919	Min Fitness: 0.05664336	QD Score: 17.16453085
[020500/100000]	Cells: 263  Coverage: 0.10032654%		Max Fitness: 0.07584816	Mean Fitness: 0.06651666	Min Fitness: 0.05664336	QD Score: 17.49388212
[021000/100000]	Cells: 267  Coverage: 0.10185242%		Max Fitness: 0.07584816	Mean Fitness: 0.06651917	Min Fitness: 0.05664336	QD Score: 17.76061778
[021500/100000]	Cells: 278  Coverage: 0.10604858%		Max Fitness: 0.07584816	Mean Fitness: 0.06648244	Min Fitness: 0.05664336	QD Score: 18.48211879
[022000/100000]	Cells: 281  Coverage: 0.10719299%		Max Fitness: 0.07584816	Mean Fitness: 0.06649952	Min Fitness: 0.05664336	QD Score: 18.68636533
[022500/100000]	Cells: 287  Coverage: 0.10948181%		Max Fitness: 0.07584816	Mean Fitness: 0.06653550	Min Fitness: 0.05664336	QD Score: 19.09568871
[023000/100000]	Cells: 292  Coverage: 0.11138916%		Max Fitness: 0.07584816	Mean Fitness: 0.06649887	Min Fitness: 0.05664336	QD Score: 19.41766970
[023500/100000]	Cells: 295  Coverage: 0.11253357%		Max Fitness: 0.07584816	Mean Fitness: 0.06653700	Min Fitness: 0.05664336	QD Score: 19.62841570
[024000/100000]	Cells: 298  Coverage: 0.11367798%		Max Fitness: 0.07584816	Mean Fitness: 0.06648674	Min Fitness: 0.05664336	QD Score: 19.81304861
[024500/100000]	Cells: 300  Coverage: 0.11444092%		Max Fitness: 0.07584816	Mean Fitness: 0.06645814	Min Fitness: 0.05664336	QD Score: 19.93744170
[025000/100000]	Cells: 304  Coverage: 0.11596680%		Max Fitness: 0.07584816	Mean Fitness: 0.06641667	Min Fitness: 0.05664336	QD Score: 20.19066792
[025500/100000]	Cells: 312  Coverage: 0.11901855%		Max Fitness: 0.07584816	Mean Fitness: 0.06634136	Min Fitness: 0.05664336	QD Score: 20.69850492
[026000/100000]	Cells: 315  Coverage: 0.12016296%		Max Fitness: 0.07584816	Mean Fitness: 0.06631034	Min Fitness: 0.05664336	QD Score: 20.88775665
[026500/100000]	Cells: 317  Coverage: 0.12092590%		Max Fitness: 0.07584816	Mean Fitness: 0.06629570	Min Fitness: 0.05664336	QD Score: 21.01573653
[027000/100000]	Cells: 319  Coverage: 0.12168884%		Max Fitness: 0.07584816	Mean Fitness: 0.06628046	Min Fitness: 0.05664336	QD Score: 21.14346676
[027500/100000]	Cells: 321  Coverage: 0.12245178%		Max Fitness: 0.07584816	Mean Fitness: 0.06634728	Min Fitness: 0.05664336	QD Score: 21.29747647
[028000/100000]	Cells: 325  Coverage: 0.12397766%		Max Fitness: 0.07584816	Mean Fitness: 0.06631751	Min Fitness: 0.05664336	QD Score: 21.55319053
[028500/100000]	Cells: 329  Coverage: 0.12550354%		Max Fitness: 0.07584816	Mean Fitness: 0.06628672	Min Fitness: 0.05664336	QD Score: 21.80832995
[029000/100000]	Cells: 331  Coverage: 0.12626648%		Max Fitness: 0.07584816	Mean Fitness: 0.06632964	Min Fitness: 0.05664336	QD Score: 21.95510948
[029500/100000]	Cells: 335  Coverage: 0.12779236%		Max Fitness: 0.07584816	Mean Fitness: 0.06632943	Min Fitness: 0.05664336	QD Score: 22.22036050
[030000/100000]	Cells: 339  Coverage: 0.12931824%		Max Fitness: 0.07584816	Mean Fitness: 0.06631324	Min Fitness: 0.05664336	QD Score: 22.48018949
[030500/100000]	Cells: 341  Coverage: 0.13008118%		Max Fitness: 0.07584816	Mean Fitness: 0.06629001	Min Fitness: 0.05664336	QD Score: 22.60489229
[031000/100000]	Cells: 346  Coverage: 0.13198853%		Max Fitness: 0.07584816	Mean Fitness: 0.06626607	Min Fitness: 0.05664336	QD Score: 22.92805984
[031500/100000]	Cells: 349  Coverage: 0.13313293%		Max Fitness: 0.07584816	Mean Fitness: 0.06625670	Min Fitness: 0.05664336	QD Score: 23.12358904
[032000/100000]	Cells: 349  Coverage: 0.13313293%		Max Fitness: 0.07584816	Mean Fitness: 0.06628406	Min Fitness: 0.05664336	QD Score: 23.13313556
[032500/100000]	Cells: 352  Coverage: 0.13427734%		Max Fitness: 0.07584816	Mean Fitness: 0.06624105	Min Fitness: 0.05664336	QD Score: 23.31684943
[033000/100000]	Cells: 356  Coverage: 0.13580322%		Max Fitness: 0.07584816	Mean Fitness: 0.06621126	Min Fitness: 0.05664336	QD Score: 23.57120843
[033500/100000]	Cells: 360  Coverage: 0.13732910%		Max Fitness: 0.07584816	Mean Fitness: 0.06620627	Min Fitness: 0.05664336	QD Score: 23.83425617
[034000/100000]	Cells: 363  Coverage: 0.13847351%		Max Fitness: 0.07584816	Mean Fitness: 0.06622851	Min Fitness: 0.05664336	QD Score: 24.04094903
[034500/100000]	Cells: 371  Coverage: 0.14152527%		Max Fitness: 0.07584816	Mean Fitness: 0.06621442	Min Fitness: 0.05664336	QD Score: 24.56554920
[035000/100000]	Cells: 372  Coverage: 0.14190674%		Max Fitness: 0.07584816	Mean Fitness: 0.06623508	Min Fitness: 0.05664336	QD Score: 24.63944932
[035500/100000]	Cells: 378  Coverage: 0.14419556%		Max Fitness: 0.07584816	Mean Fitness: 0.06616612	Min Fitness: 0.05664336	QD Score: 25.01079431
[036000/100000]	Cells: 381  Coverage: 0.14533997%		Max Fitness: 0.07584816	Mean Fitness: 0.06617638	Min Fitness: 0.05664336	QD Score: 25.21319893
[036500/100000]	Cells: 386  Coverage: 0.14724731%		Max Fitness: 0.07584816	Mean Fitness: 0.06613572	Min Fitness: 0.05664336	QD Score: 25.52838780
[037000/100000]	Cells: 390  Coverage: 0.14877319%		Max Fitness: 0.07584816	Mean Fitness: 0.06615034	Min Fitness: 0.05664336	QD Score: 25.79863212
[037500/100000]	Cells: 396  Coverage: 0.15106201%		Max Fitness: 0.07584816	Mean Fitness: 0.06611552	Min Fitness: 0.05664336	QD Score: 26.18174397
[038000/100000]	Cells: 398  Coverage: 0.15182495%		Max Fitness: 0.07584816	Mean Fitness: 0.06613694	Min Fitness: 0.05664336	QD Score: 26.32250104
[038500/100000]	Cells: 402  Coverage: 0.15335083%		Max Fitness: 0.07584816	Mean Fitness: 0.06610930	Min Fitness: 0.05664336	QD Score: 26.57593673
[039000/100000]	Cells: 405  Coverage: 0.15449524%		Max Fitness: 0.07584816	Mean Fitness: 0.06608731	Min Fitness: 0.05664336	QD Score: 26.76535963
[039500/100000]	Cells: 407  Coverage: 0.15525818%		Max Fitness: 0.07584816	Mean Fitness: 0.06606210	Min Fitness: 0.05664336	QD Score: 26.88727435
[040000/100000]	Cells: 412  Coverage: 0.15716553%		Max Fitness: 0.07584816	Mean Fitness: 0.06606248	Min Fitness: 0.05664336	QD Score: 27.21774364
[040500/100000]	Cells: 413  Coverage: 0.15754700%		Max Fitness: 0.07584816	Mean Fitness: 0.06607250	Min Fitness: 0.05664336	QD Score: 27.28794243
[041000/100000]	Cells: 414  Coverage: 0.15792847%		Max Fitness: 0.07584816	Mean Fitness: 0.06606832	Min Fitness: 0.05664336	QD Score: 27.35228375
[041500/100000]	Cells: 420  Coverage: 0.16021729%		Max Fitness: 0.07584816	Mean Fitness: 0.06606655	Min Fitness: 0.05664336	QD Score: 27.74795008
[042000/100000]	Cells: 421  Coverage: 0.16059875%		Max Fitness: 0.07584816	Mean Fitness: 0.06606712	Min Fitness: 0.05664336	QD Score: 27.81425922
[042500/100000]	Cells: 425  Coverage: 0.16212463%		Max Fitness: 0.07584816	Mean Fitness: 0.06605297	Min Fitness: 0.05664336	QD Score: 28.07251258
[043000/100000]	Cells: 427  Coverage: 0.16288757%		Max Fitness: 0.07584816	Mean Fitness: 0.06602693	Min Fitness: 0.05664336	QD Score: 28.19350004
[043500/100000]	Cells: 431  Coverage: 0.16441345%		Max Fitness: 0.07584816	Mean Fitness: 0.06603941	Min Fitness: 0.05664336	QD Score: 28.46298587
[044000/100000]	Cells: 435  Coverage: 0.16593933%		Max Fitness: 0.07584816	Mean Fitness: 0.06602547	Min Fitness: 0.05664336	QD Score: 28.72107906
[044500/100000]	Cells: 437  Coverage: 0.16670227%		Max Fitness: 0.07584816	Mean Fitness: 0.06600490	Min Fitness: 0.05664336	QD Score: 28.84414193
[045000/100000]	Cells: 439  Coverage: 0.16746521%		Max Fitness: 0.07584816	Mean Fitness: 0.06602255	Min Fitness: 0.05664336	QD Score: 28.98389852
[045500/100000]	Cells: 441  Coverage: 0.16822815%		Max Fitness: 0.07584816	Mean Fitness: 0.06602962	Min Fitness: 0.05664336	QD Score: 29.11906191
[046000/100000]	Cells: 442  Coverage: 0.16860962%		Max Fitness: 0.07584816	Mean Fitness: 0.06604095	Min Fitness: 0.05664336	QD Score: 29.19010083
[046500/100000]	Cells: 444  Coverage: 0.16937256%		Max Fitness: 0.07584816	Mean Fitness: 0.06606383	Min Fitness: 0.05664336	QD Score: 29.33234171
[047000/100000]	Cells: 445  Coverage: 0.16975403%		Max Fitness: 0.07584816	Mean Fitness: 0.06606468	Min Fitness: 0.05664336	QD Score: 29.39878249
[047500/100000]	Cells: 450  Coverage: 0.17166138%		Max Fitness: 0.07584816	Mean Fitness: 0.06608809	Min Fitness: 0.05664336	QD Score: 29.73964233
[048000/100000]	Cells: 452  Coverage: 0.17242432%		Max Fitness: 0.07584816	Mean Fitness: 0.06612726	Min Fitness: 0.05664336	QD Score: 29.88952123
[048500/100000]	Cells: 455  Coverage: 0.17356873%		Max Fitness: 0.07584816	Mean Fitness: 0.06612719	Min Fitness: 0.05664336	QD Score: 30.08787067
[049000/100000]	Cells: 458  Coverage: 0.17471313%		Max Fitness: 0.07584816	Mean Fitness: 0.06610333	Min Fitness: 0.05664336	QD Score: 30.27532479
[049500/100000]	Cells: 459  Coverage: 0.17509460%		Max Fitness: 0.07584816	Mean Fitness: 0.06615211	Min Fitness: 0.05664336	QD Score: 30.36381797
[050000/100000]	Cells: 462  Coverage: 0.17623901%		Max Fitness: 0.07584816	Mean Fitness: 0.06613804	Min Fitness: 0.05664336	QD Score: 30.55577652
[050500/100000]	Cells: 464  Coverage: 0.17700195%		Max Fitness: 0.07584816	Mean Fitness: 0.06612016	Min Fitness: 0.05664336	QD Score: 30.67975643
[051000/100000]	Cells: 467  Coverage: 0.17814636%		Max Fitness: 0.07584816	Mean Fitness: 0.06610011	Min Fitness: 0.05664336	QD Score: 30.86875241
[051500/100000]	Cells: 471  Coverage: 0.17967224%		Max Fitness: 0.07584816	Mean Fitness: 0.06610143	Min Fitness: 0.05664336	QD Score: 31.13377139
[052000/100000]	Cells: 478  Coverage: 0.18234253%		Max Fitness: 0.07584816	Mean Fitness: 0.06607610	Min Fitness: 0.05664336	QD Score: 31.58437788
[052500/100000]	Cells: 478  Coverage: 0.18234253%		Max Fitness: 0.07584816	Mean Fitness: 0.06610940	Min Fitness: 0.05664336	QD Score: 31.60029443
[053000/100000]	Cells: 483  Coverage: 0.18424988%		Max Fitness: 0.07584816	Mean Fitness: 0.06610528	Min Fitness: 0.05634398	QD Score: 31.92885188
[053500/100000]	Cells: 487  Coverage: 0.18577576%		Max Fitness: 0.07584816	Mean Fitness: 0.06610271	Min Fitness: 0.05634398	QD Score: 32.19202185
[054000/100000]	Cells: 489  Coverage: 0.18653870%		Max Fitness: 0.07584816	Mean Fitness: 0.06611085	Min Fitness: 0.05634398	QD Score: 32.32820548
[054500/100000]	Cells: 490  Coverage: 0.18692017%		Max Fitness: 0.07584816	Mean Fitness: 0.06610923	Min Fitness: 0.05634398	QD Score: 32.39352420
[055000/100000]	Cells: 492  Coverage: 0.18768311%		Max Fitness: 0.07584816	Mean Fitness: 0.06610469	Min Fitness: 0.05664336	QD Score: 32.52350809
[055500/100000]	Cells: 493  Coverage: 0.18806458%		Max Fitness: 0.07584816	Mean Fitness: 0.06611129	Min Fitness: 0.05664336	QD Score: 32.59286368
[056000/100000]	Cells: 497  Coverage: 0.18959045%		Max Fitness: 0.07584816	Mean Fitness: 0.06609724	Min Fitness: 0.05664336	QD Score: 32.85033017
[056500/100000]	Cells: 500  Coverage: 0.19073486%		Max Fitness: 0.07584816	Mean Fitness: 0.06610697	Min Fitness: 0.05664336	QD Score: 33.05348457
[057000/100000]	Cells: 503  Coverage: 0.19187927%		Max Fitness: 0.07651880	Mean Fitness: 0.06612903	Min Fitness: 0.05664336	QD Score: 33.26290112
[057500/100000]	Cells: 504  Coverage: 0.19226074%		Max Fitness: 0.07651880	Mean Fitness: 0.06612969	Min Fitness: 0.05664336	QD Score: 33.32936269
[058000/100000]	Cells: 505  Coverage: 0.19264221%		Max Fitness: 0.07651880	Mean Fitness: 0.06611671	Min Fitness: 0.05664336	QD Score: 33.38894019
[058500/100000]	Cells: 509  Coverage: 0.19416809%		Max Fitness: 0.07651880	Mean Fitness: 0.06611273	Min Fitness: 0.05664336	QD Score: 33.65137991
[059000/100000]	Cells: 510  Coverage: 0.19454956%		Max Fitness: 0.07651880	Mean Fitness: 0.06611882	Min Fitness: 0.05664336	QD Score: 33.72059914
[059500/100000]	Cells: 514  Coverage: 0.19607544%		Max Fitness: 0.07651880	Mean Fitness: 0.06610486	Min Fitness: 0.05664336	QD Score: 33.97790044
[060000/100000]	Cells: 514  Coverage: 0.19607544%		Max Fitness: 0.07651880	Mean Fitness: 0.06612203	Min Fitness: 0.05664336	QD Score: 33.98672197
[060500/100000]	Cells: 517  Coverage: 0.19721985%		Max Fitness: 0.07651880	Mean Fitness: 0.06612084	Min Fitness: 0.05664336	QD Score: 34.18447603
[061000/100000]	Cells: 517  Coverage: 0.19721985%		Max Fitness: 0.07651880	Mean Fitness: 0.06613075	Min Fitness: 0.05664336	QD Score: 34.18959654
[061500/100000]	Cells: 521  Coverage: 0.19874573%		Max Fitness: 0.07651880	Mean Fitness: 0.06613069	Min Fitness: 0.05664336	QD Score: 34.45408756
[062000/100000]	Cells: 521  Coverage: 0.19874573%		Max Fitness: 0.07651880	Mean Fitness: 0.06613069	Min Fitness: 0.05664336	QD Score: 34.45408756
[062500/100000]	Cells: 522  Coverage: 0.19912720%		Max Fitness: 0.07651880	Mean Fitness: 0.06614540	Min Fitness: 0.05664336	QD Score: 34.52789644
[063000/100000]	Cells: 522  Coverage: 0.19912720%		Max Fitness: 0.07651880	Mean Fitness: 0.06615273	Min Fitness: 0.05664336	QD Score: 34.53172452
[063500/100000]	Cells: 524  Coverage: 0.19989014%		Max Fitness: 0.07651880	Mean Fitness: 0.06614089	Min Fitness: 0.05664336	QD Score: 34.65782763
[064000/100000]	Cells: 528  Coverage: 0.20141602%		Max Fitness: 0.07651880	Mean Fitness: 0.06610065	Min Fitness: 0.05633746	QD Score: 34.90114369
[064500/100000]	Cells: 530  Coverage: 0.20217896%		Max Fitness: 0.07651880	Mean Fitness: 0.06608695	Min Fitness: 0.05633746	QD Score: 35.02608536
[065000/100000]	Cells: 532  Coverage: 0.20294189%		Max Fitness: 0.07651880	Mean Fitness: 0.06608804	Min Fitness: 0.05633746	QD Score: 35.15883721
[065500/100000]	Cells: 536  Coverage: 0.20446777%		Max Fitness: 0.07651880	Mean Fitness: 0.06610426	Min Fitness: 0.05633746	QD Score: 35.43188198
[066000/100000]	Cells: 537  Coverage: 0.20484924%		Max Fitness: 0.07651880	Mean Fitness: 0.06611270	Min Fitness: 0.05633746	QD Score: 35.50252051
[066500/100000]	Cells: 537  Coverage: 0.20484924%		Max Fitness: 0.07651880	Mean Fitness: 0.06611270	Min Fitness: 0.05633746	QD Score: 35.50252051
[067000/100000]	Cells: 540  Coverage: 0.20599365%		Max Fitness: 0.07651880	Mean Fitness: 0.06611964	Min Fitness: 0.05633746	QD Score: 35.70460393
[067500/100000]	Cells: 541  Coverage: 0.20637512%		Max Fitness: 0.07651880	Mean Fitness: 0.06613758	Min Fitness: 0.05633746	QD Score: 35.78043015
[068000/100000]	Cells: 545  Coverage: 0.20790100%		Max Fitness: 0.07651880	Mean Fitness: 0.06612698	Min Fitness: 0.05633746	QD Score: 36.03920271
[068500/100000]	Cells: 547  Coverage: 0.20866394%		Max Fitness: 0.07651880	Mean Fitness: 0.06614151	Min Fitness: 0.05633746	QD Score: 36.17940479
[069000/100000]	Cells: 548  Coverage: 0.20904541%		Max Fitness: 0.07651880	Mean Fitness: 0.06615277	Min Fitness: 0.05633746	QD Score: 36.25171667
[069500/100000]	Cells: 549  Coverage: 0.20942688%		Max Fitness: 0.07651880	Mean Fitness: 0.06616483	Min Fitness: 0.05633746	QD Score: 36.32449357
[070000/100000]	Cells: 551  Coverage: 0.21018982%		Max Fitness: 0.07651880	Mean Fitness: 0.06615110	Min Fitness: 0.05633746	QD Score: 36.44925358
[070500/100000]	Cells: 553  Coverage: 0.21095276%		Max Fitness: 0.07651880	Mean Fitness: 0.06617096	Min Fitness: 0.05633746	QD Score: 36.59254138
[071000/100000]	Cells: 556  Coverage: 0.21209717%		Max Fitness: 0.07651880	Mean Fitness: 0.06617980	Min Fitness: 0.05633746	QD Score: 36.79596624
[071500/100000]	Cells: 556  Coverage: 0.21209717%		Max Fitness: 0.07651880	Mean Fitness: 0.06618027	Min Fitness: 0.05633746	QD Score: 36.79622902
[072000/100000]	Cells: 559  Coverage: 0.21324158%		Max Fitness: 0.07651880	Mean Fitness: 0.06615464	Min Fitness: 0.05633746	QD Score: 36.98044369
[072500/100000]	Cells: 562  Coverage: 0.21438599%		Max Fitness: 0.07651880	Mean Fitness: 0.06616025	Min Fitness: 0.05633746	QD Score: 37.18206133
[073000/100000]	Cells: 564  Coverage: 0.21514893%		Max Fitness: 0.07651880	Mean Fitness: 0.06614930	Min Fitness: 0.05633746	QD Score: 37.30820766
[073500/100000]	Cells: 567  Coverage: 0.21629333%		Max Fitness: 0.07651880	Mean Fitness: 0.06613006	Min Fitness: 0.05633746	QD Score: 37.49574667
[074000/100000]	Cells: 569  Coverage: 0.21705627%		Max Fitness: 0.07651880	Mean Fitness: 0.06613218	Min Fitness: 0.05633746	QD Score: 37.62921097
[074500/100000]	Cells: 569  Coverage: 0.21705627%		Max Fitness: 0.07651880	Mean Fitness: 0.06614011	Min Fitness: 0.05633746	QD Score: 37.63372203
[075000/100000]	Cells: 571  Coverage: 0.21781921%		Max Fitness: 0.07651880	Mean Fitness: 0.06613260	Min Fitness: 0.05633746	QD Score: 37.76171581
[075500/100000]	Cells: 574  Coverage: 0.21896362%		Max Fitness: 0.07651880	Mean Fitness: 0.06615214	Min Fitness: 0.05633746	QD Score: 37.97132849
[076000/100000]	Cells: 574  Coverage: 0.21896362%		Max Fitness: 0.07651880	Mean Fitness: 0.06615360	Min Fitness: 0.05633746	QD Score: 37.97216544
[076500/100000]	Cells: 577  Coverage: 0.22010803%		Max Fitness: 0.07651880	Mean Fitness: 0.06612926	Min Fitness: 0.05633746	QD Score: 38.15658051
[077000/100000]	Cells: 579  Coverage: 0.22087097%		Max Fitness: 0.07651880	Mean Fitness: 0.06611062	Min Fitness: 0.05423030	QD Score: 38.27805149
[077500/100000]	Cells: 580  Coverage: 0.22125244%		Max Fitness: 0.07651880	Mean Fitness: 0.06614004	Min Fitness: 0.05423030	QD Score: 38.36122113
[078000/100000]	Cells: 583  Coverage: 0.22239685%		Max Fitness: 0.07651880	Mean Fitness: 0.06611037	Min Fitness: 0.05423030	QD Score: 38.54234854
[078500/100000]	Cells: 586  Coverage: 0.22354126%		Max Fitness: 0.07651880	Mean Fitness: 0.06611538	Min Fitness: 0.05423030	QD Score: 38.74361185
[079000/100000]	Cells: 587  Coverage: 0.22392273%		Max Fitness: 0.07651880	Mean Fitness: 0.06611001	Min Fitness: 0.05423030	QD Score: 38.80657519
[079500/100000]	Cells: 589  Coverage: 0.22468567%		Max Fitness: 0.07651880	Mean Fitness: 0.06610239	Min Fitness: 0.05423030	QD Score: 38.93430670
[080000/100000]	Cells: 592  Coverage: 0.22583008%		Max Fitness: 0.07651880	Mean Fitness: 0.06607399	Min Fitness: 0.05423030	QD Score: 39.11580396
[080500/100000]	Cells: 594  Coverage: 0.22659302%		Max Fitness: 0.07651880	Mean Fitness: 0.06605143	Min Fitness: 0.05423030	QD Score: 39.23454716
[081000/100000]	Cells: 595  Coverage: 0.22697449%		Max Fitness: 0.07651880	Mean Fitness: 0.06604562	Min Fitness: 0.05423030	QD Score: 39.29714267
[081500/100000]	Cells: 596  Coverage: 0.22735596%		Max Fitness: 0.07651880	Mean Fitness: 0.06604364	Min Fitness: 0.05423030	QD Score: 39.36201134
[082000/100000]	Cells: 596  Coverage: 0.22735596%		Max Fitness: 0.07651880	Mean Fitness: 0.06605905	Min Fitness: 0.05423030	QD Score: 39.37119670
[082500/100000]	Cells: 597  Coverage: 0.22773743%		Max Fitness: 0.07651880	Mean Fitness: 0.06605669	Min Fitness: 0.05423030	QD Score: 39.43584270
[083000/100000]	Cells: 600  Coverage: 0.22888184%		Max Fitness: 0.07651880	Mean Fitness: 0.06605399	Min Fitness: 0.05423030	QD Score: 39.63239177
[083500/100000]	Cells: 600  Coverage: 0.22888184%		Max Fitness: 0.07651880	Mean Fitness: 0.06606177	Min Fitness: 0.05423030	QD Score: 39.63706030
